Product,Value,Location,Time
Orange,56,Canberra,Afternoon
Shampoo,42,Sydney,Afternoon
Tomato,70,Melbourne,Morning
Banana,50,Perth,Morning
Soap,39,Perth,Afternoon
Orange,19,Sydney,Afternoon
Orange,98,Sydney,Morning
Pie,22,Brisbane,Afternoon
Carrot,29,Canberra,Afternoon
Soap,66,Sydney,Afternoon
Shampoo,9,Melbourne,Afternoon
Fish,42,Canberra,Afternoon
Chicken,6,Melbourne,Morning
Soap,72,Sydney,Morning
Shampoo,56,Canberra,Morning
Shampoo,76,Melbourne,Afternoon
Pie,8,Sydney,Afternoon
Chicken,33,Melbourne,Afternoon
Tomato,93,Perth,Afternoon
Cookie,62,Canberra,Afternoon
Tomato,68,Melbourne,Afternoon
Pie,95,Melbourne,Morning
Pie,77,Melbourne,Morning
Tomato,61,Canberra,Morning
Orange,7,Canberra,Afternoon
Carrot,32,Canberra,Morning
Cookie,73,Canberra,Morning
Cookie,25,Sydney,Morning
Fish,54,Brisbane,Afternoon
Orange,36,Perth,Afternoon
Pie,27,Brisbane,Afternoon
Fish,93,Canberra,Morning
Shampoo,60,Canberra,Morning
Carrot,40,Sydney,Morning
Cookie,24,Perth,Afternoon
Carrot,96,Perth,Morning
Chicken,25,Perth,Afternoon
Chicken,61,Canberra,Afternoon
Chicken,58,Canberra,Afternoon
Shampoo,43,Melbourne,Afternoon
Orange,93,Melbourne,Morning
Shampoo,47,Melbourne,Morning
Chicken,88,Perth,Afternoon
Pie,50,Perth,Morning
Fish,72,Sydney,Morning
Soap,29,Perth,Afternoon
Fish,10,Melbourne,Morning
Carrot,84,Perth,Morning
Carrot,27,Melbourne,Morning
Cookie,52,Brisbane,Afternoon
Cookie,15,Brisbane,Morning
Pie,93,Canberra,Afternoon
Chicken,56,Melbourne,Morning
Soap,66,Brisbane,Afternoon
Banana,24,Canberra,Morning
Shampoo,56,Brisbane,Afternoon
Carrot,42,Brisbane,Afternoon
Tomato,20,Canberra,Morning
Banana,59,Perth,Afternoon
Chicken,43,Sydney,Afternoon
Pie,5,Canberra,Afternoon
Banana,92,Melbourne,Afternoon
Soap,88,Perth,Afternoon
Cookie,80,Brisbane,Afternoon
Cookie,10,Sydney,Morning
Tomato,80,Canberra,Afternoon
Soap,99,Sydney,Afternoon
Pie,10,Brisbane,Afternoon
Banana,19,Melbourne,Morning
Soap,25,Brisbane,Morning
Banana,34,Sydney,Morning
Soap,44,Sydney,Morning
Cookie,17,Canberra,Morning
Soap,77,Brisbane,Morning
Cookie,78,Melbourne,Afternoon
Fish,23,Perth,Afternoon
Tomato,18,Sydney,Afternoon
Pie,71,Melbourne,Morning
Pie,93,Brisbane,Morning
Carrot,54,Canberra,Morning
Banana,43,Melbourne,Morning
Orange,61,Canberra,Morning
Soap,58,Perth,Afternoon
Orange,11,Sydney,Afternoon
Tomato,32,Canberra,Morning
Tomato,74,Sydney,Afternoon
Shampoo,100,Perth,Afternoon
Cookie,83,Melbourne,Morning
Cookie,16,Brisbane,Afternoon
Orange,53,Canberra,Afternoon
Banana,12,Perth,Morning
Orange,66,Brisbane,Morning
Orange,62,Melbourne,Morning
Chicken,100,Melbourne,Afternoon
Soap,30,Canberra,Afternoon
Pie,39,Brisbane,Afternoon
Chicken,84,Canberra,Afternoon
Cookie,7,Melbourne,Morning
Soap,22,Sydney,Afternoon
Pie,75,Melbourne,Afternoon
Shampoo,47,Sydney,Morning
Fish,59,Melbourne,Afternoon
Chicken,81,Canberra,Morning
Orange,84,Perth,Afternoon
Cookie,55,Perth,Morning
Banana,65,Canberra,Morning
Fish,46,Canberra,Morning
Carrot,88,Melbourne,Afternoon
Chicken,80,Sydney,Afternoon
Carrot,22,Melbourne,Afternoon
Tomato,94,Perth,Afternoon
Shampoo,17,Sydney,Afternoon
Carrot,12,Perth,Afternoon
Tomato,46,Sydney,Morning
Cookie,65,Sydney,Afternoon
Shampoo,54,Perth,Morning
Cookie,79,Melbourne,Afternoon
Chicken,50,Sydney,Morning
Banana,54,Canberra,Afternoon
Chicken,87,Melbourne,Afternoon
Pie,40,Brisbane,Afternoon
Banana,7,Canberra,Afternoon
Shampoo,86,Melbourne,Morning
Chicken,69,Canberra,Morning
Carrot,99,Canberra,Morning
Carrot,9,Canberra,Afternoon
Orange,83,Melbourne,Morning
Soap,73,Brisbane,Afternoon
Soap,38,Canberra,Morning
Orange,16,Canberra,Afternoon
Pie,16,Sydney,Afternoon
Tomato,22,Brisbane,Afternoon
Chicken,29,Sydney,Morning
Tomato,14,Perth,Afternoon
Pie,48,Sydney,Morning
Pie,29,Melbourne,Morning
Soap,14,Brisbane,Morning
Carrot,58,Perth,Afternoon
Shampoo,83,Melbourne,Morning
Soap,51,Sydney,Afternoon
Fish,99,Melbourne,Afternoon
Pie,66,Brisbane,Morning
Soap,13,Melbourne,Afternoon
Tomato,41,Perth,Afternoon
Pie,65,Perth,Afternoon
Cookie,12,Brisbane,Morning
Shampoo,21,Sydney,Morning
Cookie,22,Sydney,Afternoon
Orange,55,Canberra,Afternoon
Pie,35,Canberra,Afternoon
Banana,69,Canberra,Morning
Pie,54,Melbourne,Afternoon
Pie,31,Sydney,Afternoon
Cookie,47,Perth,Morning
Cookie,73,Melbourne,Morning
Soap,24,Sydney,Morning
Shampoo,72,Melbourne,Morning
Carrot,56,Brisbane,Morning
Cookie,17,Melbourne,Morning
Chicken,44,Brisbane,Afternoon
Cookie,60,Melbourne,Afternoon
Pie,95,Brisbane,Afternoon
Chicken,99,Canberra,Afternoon
Pie,86,Melbourne,Morning
Pie,53,Melbourne,Afternoon
Pie,37,Brisbane,Afternoon
Tomato,77,Perth,Afternoon
Tomato,60,Canberra,Morning
Soap,37,Brisbane,Afternoon
Carrot,23,Melbourne,Morning
Soap,64,Perth,Morning
Tomato,30,Brisbane,Morning
Orange,34,Brisbane,Afternoon
Pie,58,Sydney,Afternoon
Chicken,47,Brisbane,Afternoon
Cookie,11,Canberra,Afternoon
Cookie,43,Sydney,Morning
Orange,65,Sydney,Morning
Cookie,39,Canberra,Morning
Chicken,81,Sydney,Afternoon
Chicken,64,Brisbane,Afternoon
Soap,6,Melbourne,Morning
Orange,67,Perth,Morning
Cookie,90,Melbourne,Afternoon
Soap,65,Sydney,Morning
Orange,67,Perth,Afternoon
Chicken,67,Canberra,Afternoon
Tomato,12,Brisbane,Morning
Cookie,88,Brisbane,Morning
Tomato,75,Sydney,Morning
Carrot,31,Sydney,Morning
Orange,61,Canberra,Afternoon
Cookie,82,Canberra,Afternoon
Chicken,79,Canberra,Morning
Pie,71,Canberra,Morning
Shampoo,97,Perth,Morning
Tomato,52,Perth,Afternoon
Banana,41,Brisbane,Morning
Banana,62,Sydney,Morning
Carrot,38,Melbourne,Afternoon
Cookie,49,Sydney,Afternoon
Orange,42,Perth,Morning
Pie,66,Brisbane,Afternoon
Pie,25,Brisbane,Morning
Banana,18,Canberra,Morning
Soap,54,Brisbane,Afternoon
Orange,23,Brisbane,Morning
Carrot,26,Canberra,Morning
Carrot,71,Canberra,Afternoon
Fish,46,Perth,Afternoon
Chicken,67,Canberra,Morning
Chicken,63,Brisbane,Afternoon
Tomato,23,Melbourne,Afternoon
Chicken,62,Sydney,Afternoon
Fish,13,Melbourne,Afternoon
Orange,98,Canberra,Afternoon
Orange,19,Canberra,Morning
Soap,36,Melbourne,Afternoon
Pie,67,Canberra,Afternoon
Shampoo,76,Melbourne,Afternoon
Pie,29,Canberra,Morning
Cookie,8,Brisbane,Morning
Orange,6,Sydney,Morning
Banana,38,Brisbane,Afternoon
Carrot,95,Perth,Afternoon
Chicken,68,Melbourne,Afternoon
Banana,62,Sydney,Morning
Cookie,41,Brisbane,Afternoon
Shampoo,82,Canberra,Afternoon
Banana,43,Melbourne,Morning
Banana,86,Melbourne,Morning
Soap,12,Brisbane,Afternoon
Pie,19,Melbourne,Morning
Banana,72,Brisbane,Morning
Soap,10,Sydney,Afternoon
Cookie,10,Melbourne,Morning
Soap,27,Sydney,Afternoon
Cookie,15,Brisbane,Morning
Pie,27,Canberra,Morning
Tomato,52,Brisbane,Morning
Fish,76,Brisbane,Morning
Orange,37,Canberra,Morning
Carrot,26,Perth,Afternoon
Orange,23,Perth,Morning
Fish,67,Melbourne,Afternoon
Fish,49,Perth,Morning
Chicken,79,Sydney,Afternoon
Banana,12,Brisbane,Morning
Tomato,100,Canberra,Afternoon
Carrot,88,Brisbane,Afternoon
Fish,54,Perth,Morning
Chicken,67,Canberra,Morning
Chicken,5,Perth,Morning
Banana,71,Melbourne,Afternoon
Fish,78,Perth,Morning
Chicken,21,Sydney,Morning
Carrot,16,Perth,Morning
Tomato,15,Canberra,Morning
Tomato,69,Brisbane,Afternoon
Fish,24,Canberra,Morning
Cookie,29,Perth,Afternoon
Tomato,47,Perth,Morning
Pie,74,Brisbane,Afternoon
Soap,69,Melbourne,Morning
Tomato,25,Canberra,Afternoon
Fish,100,Sydney,Morning
Carrot,90,Melbourne,Morning
Shampoo,5,Sydney,Afternoon
Cookie,22,Sydney,Afternoon
Pie,11,Canberra,Morning
Cookie,91,Brisbane,Morning
Pie,53,Melbourne,Afternoon
Banana,24,Canberra,Afternoon
Pie,26,Perth,Afternoon
Banana,13,Canberra,Afternoon
Cookie,16,Brisbane,Afternoon
Orange,54,Brisbane,Morning
Cookie,20,Melbourne,Morning
Banana,58,Perth,Morning
Cookie,100,Brisbane,Afternoon
Shampoo,50,Brisbane,Afternoon
Soap,37,Canberra,Morning
Chicken,46,Perth,Morning
Fish,93,Brisbane,Afternoon
Pie,73,Melbourne,Afternoon
Orange,56,Canberra,Morning
Orange,75,Canberra,Morning
Banana,32,Melbourne,Morning
Carrot,13,Canberra,Morning
Banana,25,Perth,Morning
Shampoo,29,Sydney,Afternoon
Banana,48,Canberra,Morning
Shampoo,10,Canberra,Morning
Tomato,43,Perth,Morning
Soap,81,Canberra,Afternoon
Chicken,98,Melbourne,Afternoon
Tomato,36,Perth,Morning
Cookie,65,Canberra,Afternoon
Carrot,87,Melbourne,Morning
Fish,79,Perth,Afternoon
Chicken,46,Brisbane,Afternoon
Pie,30,Sydney,Afternoon
Orange,46,Sydney,Morning
Orange,46,Perth,Morning
Orange,72,Perth,Afternoon
Cookie,77,Brisbane,Morning
Banana,50,Melbourne,Afternoon
Cookie,49,Brisbane,Afternoon
Cookie,58,Perth,Afternoon
Pie,24,Melbourne,Afternoon
Cookie,58,Perth,Morning
Orange,100,Perth,Morning
Cookie,86,Brisbane,Morning
Shampoo,20,Canberra,Morning
Soap,40,Melbourne,Morning
Chicken,95,Sydney,Afternoon
Chicken,87,Canberra,Afternoon
Carrot,61,Melbourne,Morning
Cookie,72,Melbourne,Morning
Tomato,70,Perth,Morning
Cookie,40,Perth,Afternoon
Tomato,25,Perth,Afternoon
Soap,6,Canberra,Morning
Orange,95,Sydney,Morning
Cookie,91,Perth,Morning
Chicken,100,Brisbane,Morning
Pie,88,Sydney,Morning
Orange,96,Melbourne,Morning
Cookie,98,Melbourne,Afternoon
Carrot,19,Canberra,Afternoon
Banana,18,Sydney,Afternoon
Fish,90,Perth,Afternoon
Shampoo,32,Perth,Afternoon
Tomato,33,Brisbane,Morning
Pie,71,Brisbane,Morning
Fish,6,Sydney,Afternoon
Cookie,49,Perth,Afternoon
Carrot,38,Canberra,Afternoon
Tomato,90,Canberra,Morning
Carrot,19,Sydney,Morning
Shampoo,83,Brisbane,Afternoon
Soap,44,Canberra,Afternoon
Cookie,13,Sydney,Afternoon
Orange,98,Perth,Morning
Tomato,72,Sydney,Afternoon
Banana,41,Canberra,Morning
Chicken,45,Brisbane,Afternoon
Fish,91,Canberra,Afternoon
Pie,63,Brisbane,Afternoon
Carrot,9,Brisbane,Morning
Tomato,47,Canberra,Afternoon
Cookie,52,Canberra,Afternoon
Carrot,30,Melbourne,Afternoon
Cookie,81,Brisbane,Afternoon
Carrot,74,Perth,Morning
Orange,53,Sydney,Morning
Orange,67,Perth,Morning
Pie,75,Melbourne,Afternoon
Orange,10,Brisbane,Morning
Tomato,27,Canberra,Morning
Fish,20,Canberra,Afternoon
Banana,79,Perth,Afternoon
Orange,64,Brisbane,Afternoon
Carrot,19,Brisbane,Morning
Banana,83,Canberra,Afternoon
Shampoo,82,Sydney,Morning
Soap,96,Canberra,Morning
Tomato,73,Perth,Afternoon
Soap,52,Canberra,Afternoon
Carrot,56,Brisbane,Morning
Cookie,97,Perth,Morning
Orange,9,Sydney,Morning
Cookie,59,Sydney,Morning
Orange,42,Sydney,Morning
Pie,7,Canberra,Afternoon
Shampoo,69,Melbourne,Morning
Soap,51,Sydney,Afternoon
Soap,88,Melbourne,Afternoon
Cookie,90,Brisbane,Morning
Banana,7,Canberra,Morning
Banana,62,Melbourne,Morning
Orange,6,Sydney,Morning
Shampoo,100,Sydney,Morning
Cookie,33,Sydney,Morning
Shampoo,28,Brisbane,Morning
Banana,85,Sydney,Morning
Orange,48,Perth,Afternoon
Shampoo,36,Melbourne,Afternoon
Banana,71,Perth,Afternoon
Chicken,28,Sydney,Morning
Tomato,28,Sydney,Morning
Cookie,22,Melbourne,Morning
Soap,26,Canberra,Afternoon
Shampoo,65,Brisbane,Morning
Chicken,69,Melbourne,Afternoon
Cookie,16,Melbourne,Afternoon
Chicken,33,Sydney,Morning
Pie,29,Sydney,Morning
Banana,35,Melbourne,Morning
Chicken,61,Sydney,Morning
Fish,14,Brisbane,Morning
Shampoo,82,Sydney,Afternoon
Soap,46,Melbourne,Morning
Tomato,52,Canberra,Afternoon
Banana,76,Brisbane,Afternoon
Pie,9,Perth,Afternoon
Shampoo,76,Perth,Afternoon
Cookie,35,Brisbane,Morning
Carrot,85,Brisbane,Morning
Carrot,97,Canberra,Morning
Cookie,26,Brisbane,Morning
Fish,17,Brisbane,Morning
Carrot,90,Canberra,Morning
Shampoo,74,Perth,Morning
Banana,57,Perth,Morning
Soap,87,Perth,Morning
Pie,11,Melbourne,Morning
Chicken,26,Melbourne,Morning
Fish,65,Perth,Afternoon
Shampoo,99,Melbourne,Afternoon
Pie,70,Perth,Afternoon
Fish,21,Perth,Afternoon
Cookie,27,Canberra,Morning
Banana,73,Brisbane,Afternoon
Tomato,31,Perth,Morning
Tomato,60,Brisbane,Afternoon
Pie,88,Brisbane,Afternoon
Carrot,5,Brisbane,Afternoon
Soap,45,Melbourne,Morning
Carrot,70,Canberra,Morning
Pie,38,Sydney,Morning
Tomato,50,Sydney,Morning
Orange,71,Sydney,Morning
Pie,32,Brisbane,Afternoon
Orange,66,Perth,Afternoon
Fish,98,Melbourne,Morning
Orange,45,Sydney,Afternoon
Tomato,41,Perth,Morning
Soap,60,Canberra,Afternoon
Fish,24,Sydney,Afternoon
Soap,92,Brisbane,Afternoon
Chicken,66,Brisbane,Morning
Banana,89,Sydney,Morning
Orange,40,Melbourne,Afternoon
Cookie,62,Canberra,Afternoon
Pie,12,Brisbane,Afternoon
Carrot,78,Brisbane,Afternoon
Shampoo,10,Brisbane,Morning
Fish,90,Melbourne,Afternoon
Cookie,40,Perth,Morning
Fish,82,Canberra,Afternoon
Fish,46,Melbourne,Afternoon
Tomato,13,Canberra,Morning
Orange,11,Perth,Afternoon
Fish,50,Canberra,Afternoon
Cookie,94,Melbourne,Afternoon
Carrot,79,Perth,Morning
Chicken,59,Perth,Afternoon
Carrot,66,Perth,Morning
Shampoo,86,Sydney,Morning
Fish,46,Melbourne,Afternoon
Shampoo,74,Sydney,Afternoon
Orange,75,Brisbane,Morning
Soap,74,Sydney,Afternoon
Orange,99,Brisbane,Afternoon
Fish,23,Perth,Afternoon
Orange,10,Brisbane,Afternoon
Orange,39,Sydney,Morning
Pie,6,Canberra,Morning
Fish,50,Melbourne,Morning
Tomato,38,Melbourne,Afternoon
Tomato,22,Sydney,Afternoon
Soap,26,Sydney,Afternoon
Carrot,21,Sydney,Afternoon
Shampoo,57,Melbourne,Afternoon
Pie,86,Sydney,Morning
Fish,22,Brisbane,Afternoon
Cookie,85,Sydney,Morning
Carrot,84,Perth,Morning
Carrot,10,Sydney,Afternoon
Chicken,31,Melbourne,Afternoon
Carrot,100,Canberra,Morning
Banana,77,Canberra,Morning
Fish,92,Perth,Afternoon
Fish,78,Brisbane,Afternoon
Pie,75,Sydney,Afternoon
Orange,81,Perth,Morning
Cookie,40,Perth,Afternoon
Orange,74,Canberra,Morning
Chicken,35,Melbourne,Morning
Chicken,90,Melbourne,Morning
Cookie,82,Melbourne,Afternoon
Orange,32,Melbourne,Morning
Soap,84,Perth,Afternoon
Cookie,41,Canberra,Morning
Carrot,100,Sydney,Morning
Carrot,47,Perth,Afternoon
Banana,26,Canberra,Morning
Carrot,83,Sydney,Morning
Banana,70,Perth,Afternoon
Cookie,89,Brisbane,Morning
Tomato,57,Brisbane,Morning
Orange,52,Melbourne,Morning
Orange,8,Perth,Afternoon
Orange,9,Canberra,Afternoon
Banana,32,Brisbane,Afternoon
Orange,41,Melbourne,Afternoon
Fish,21,Melbourne,Morning
Chicken,8,Melbourne,Afternoon
Pie,32,Sydney,Afternoon
Pie,7,Perth,Afternoon
Banana,94,Brisbane,Afternoon
Soap,11,Melbourne,Afternoon
Carrot,6,Perth,Morning
Orange,51,Perth,Morning
Banana,21,Perth,Morning
Orange,59,Sydney,Afternoon
Carrot,75,Perth,Morning
Cookie,73,Sydney,Morning
Shampoo,22,Canberra,Afternoon
Shampoo,97,Canberra,Morning
Banana,36,Brisbane,Afternoon
Banana,14,Melbourne,Morning
Chicken,83,Canberra,Morning
Tomato,67,Melbourne,Morning
Orange,79,Canberra,Afternoon
Banana,39,Perth,Afternoon
Fish,85,Sydney,Morning
Chicken,39,Perth,Morning
Shampoo,22,Brisbane,Morning
Carrot,55,Sydney,Morning
Carrot,47,Sydney,Afternoon
Pie,90,Brisbane,Morning
Shampoo,52,Sydney,Afternoon
Orange,65,Sydney,Morning
Carrot,42,Melbourne,Afternoon
Tomato,46,Canberra,Afternoon
Chicken,28,Sydney,Morning
Cookie,66,Brisbane,Afternoon
Carrot,71,Melbourne,Morning
Chicken,82,Canberra,Afternoon
Cookie,41,Melbourne,Morning
Shampoo,14,Perth,Afternoon
Fish,77,Brisbane,Morning
Cookie,25,Melbourne,Morning
Pie,87,Brisbane,Afternoon
Orange,24,Perth,Afternoon
Fish,62,Sydney,Afternoon
Orange,67,Melbourne,Morning
Tomato,19,Brisbane,Afternoon
Shampoo,59,Perth,Morning
Cookie,35,Canberra,Morning
Banana,31,Perth,Morning
Pie,61,Canberra,Morning
Pie,40,Sydney,Morning
Fish,86,Sydney,Morning
Chicken,54,Canberra,Morning
Pie,61,Canberra,Afternoon
Cookie,44,Sydney,Morning
Soap,16,Sydney,Morning
Pie,100,Melbourne,Afternoon
Banana,16,Perth,Afternoon
Orange,48,Sydney,Morning
Shampoo,42,Canberra,Afternoon
Tomato,16,Canberra,Morning
Fish,43,Melbourne,Morning
Chicken,30,Perth,Morning
Orange,70,Melbourne,Morning
Cookie,24,Canberra,Afternoon
Soap,45,Perth,Morning
Shampoo,6,Melbourne,Morning
Pie,42,Perth,Morning
Pie,27,Brisbane,Afternoon
Pie,24,Brisbane,Afternoon
Chicken,50,Melbourne,Morning
Chicken,8,Canberra,Morning
Soap,21,Melbourne,Afternoon
Banana,69,Melbourne,Afternoon
Soap,100,Perth,Afternoon
Banana,87,Brisbane,Afternoon
Soap,75,Sydney,Afternoon
Soap,61,Sydney,Morning
Chicken,28,Perth,Afternoon
Banana,63,Brisbane,Morning
Fish,38,Melbourne,Afternoon
Shampoo,11,Brisbane,Morning
Tomato,46,Brisbane,Afternoon
Orange,54,Melbourne,Morning
Banana,60,Melbourne,Morning
Cookie,48,Sydney,Morning
Soap,92,Sydney,Morning
Chicken,55,Perth,Afternoon
Orange,13,Perth,Afternoon
Soap,62,Brisbane,Afternoon
Orange,94,Canberra,Afternoon
Fish,84,Melbourne,Morning
Shampoo,16,Sydney,Afternoon
Shampoo,94,Melbourne,Afternoon
Banana,18,Perth,Afternoon
Tomato,59,Melbourne,Morning
Cookie,79,Canberra,Afternoon
Chicken,86,Perth,Afternoon
Carrot,32,Brisbane,Afternoon
Tomato,35,Perth,Morning
Shampoo,24,Melbourne,Afternoon
Orange,67,Brisbane,Afternoon
Cookie,24,Melbourne,Afternoon
Tomato,45,Canberra,Morning
Cookie,95,Canberra,Afternoon
Carrot,26,Perth,Morning
Tomato,47,Brisbane,Morning
Banana,40,Sydney,Morning
Shampoo,51,Melbourne,Afternoon
Carrot,12,Perth,Afternoon
Shampoo,8,Perth,Afternoon
Orange,90,Canberra,Morning
Tomato,60,Melbourne,Morning
Orange,33,Sydney,Afternoon
Soap,60,Brisbane,Afternoon
Tomato,22,Sydney,Afternoon
Pie,16,Brisbane,Afternoon
Pie,81,Sydney,Morning
Shampoo,69,Canberra,Afternoon
Pie,9,Brisbane,Morning
Fish,44,Brisbane,Afternoon
Carrot,47,Canberra,Afternoon
Chicken,80,Sydney,Morning
Pie,69,Melbourne,Afternoon
Orange,99,Canberra,Afternoon
Chicken,77,Perth,Morning
Orange,11,Sydney,Afternoon
Carrot,14,Sydney,Morning
Orange,35,Sydney,Morning
Fish,95,Perth,Morning
Orange,39,Sydney,Morning
Orange,26,Melbourne,Morning
Tomato,78,Perth,Morning
Shampoo,88,Perth,Morning
Shampoo,49,Perth,Afternoon
Tomato,93,Perth,Morning
Soap,63,Canberra,Afternoon
Banana,48,Melbourne,Morning
Fish,67,Sydney,Morning
Carrot,48,Melbourne,Morning
Tomato,100,Canberra,Afternoon
Fish,27,Perth,Afternoon
Shampoo,40,Canberra,Morning
Carrot,80,Canberra,Morning
Cookie,62,Brisbane,Morning
Carrot,83,Melbourne,Afternoon
Carrot,97,Sydney,Morning
Banana,60,Canberra,Afternoon
Cookie,47,Melbourne,Morning
Banana,27,Perth,Morning
Cookie,10,Perth,Afternoon
Tomato,73,Canberra,Afternoon
Tomato,56,Sydney,Morning
Cookie,95,Perth,Morning
Cookie,95,Sydney,Afternoon
Shampoo,63,Melbourne,Afternoon
Banana,83,Canberra,Morning
Soap,7,Brisbane,Afternoon
Orange,30,Perth,Morning
Orange,16,Brisbane,Afternoon
Shampoo,44,Canberra,Afternoon
Tomato,96,Perth,Morning
Banana,15,Melbourne,Morning
Cookie,22,Sydney,Afternoon
Carrot,22,Perth,Morning
Carrot,95,Canberra,Morning
Soap,42,Perth,Afternoon
Soap,8,Brisbane,Afternoon
Tomato,10,Brisbane,Afternoon
Soap,39,Perth,Morning
Soap,34,Canberra,Afternoon
Carrot,48,Sydney,Afternoon
Tomato,77,Melbourne,Afternoon
Soap,85,Canberra,Morning
Banana,79,Melbourne,Morning
Pie,95,Canberra,Afternoon
Fish,17,Brisbane,Morning
Chicken,36,Perth,Afternoon
Chicken,79,Canberra,Afternoon
Cookie,97,Canberra,Afternoon
Cookie,93,Canberra,Afternoon
Tomato,84,Melbourne,Morning
Carrot,68,Brisbane,Morning
Tomato,7,Canberra,Morning
Soap,77,Canberra,Afternoon
Orange,5,Melbourne,Afternoon
Fish,92,Perth,Morning
Chicken,62,Canberra,Afternoon
Pie,42,Perth,Afternoon
Shampoo,86,Canberra,Morning
Fish,61,Canberra,Afternoon
Chicken,54,Canberra,Afternoon
Soap,21,Melbourne,Afternoon
Cookie,53,Canberra,Afternoon
Carrot,11,Brisbane,Morning
Pie,43,Canberra,Morning
Pie,48,Brisbane,Morning
Orange,28,Brisbane,Afternoon
Soap,83,Brisbane,Afternoon
Shampoo,47,Melbourne,Morning
Fish,32,Canberra,Afternoon
Carrot,5,Brisbane,Morning
Cookie,91,Brisbane,Afternoon
Chicken,9,Canberra,Afternoon
Tomato,93,Brisbane,Morning
Banana,75,Canberra,Afternoon
Soap,58,Perth,Afternoon
Orange,68,Brisbane,Afternoon
Orange,75,Perth,Afternoon
Orange,76,Canberra,Afternoon
Pie,43,Perth,Morning
Soap,72,Canberra,Morning
Cookie,34,Perth,Morning
Tomato,42,Brisbane,Morning
Soap,64,Sydney,Afternoon
Soap,15,Brisbane,Afternoon
Banana,43,Sydney,Morning
Pie,71,Canberra,Morning
Fish,99,Melbourne,Morning
Cookie,56,Perth,Afternoon
Pie,88,Perth,Morning
Soap,45,Perth,Afternoon
Carrot,38,Perth,Afternoon
Banana,95,Brisbane,Afternoon
Carrot,9,Perth,Morning
Fish,45,Melbourne,Morning
Cookie,99,Brisbane,Afternoon
Soap,57,Canberra,Morning
Orange,9,Brisbane,Afternoon
Cookie,92,Melbourne,Afternoon
Shampoo,96,Canberra,Afternoon
Orange,39,Canberra,Morning
Orange,30,Melbourne,Morning
Pie,34,Perth,Afternoon
Chicken,24,Canberra,Morning
Cookie,96,Brisbane,Afternoon
Pie,81,Canberra,Afternoon
Tomato,44,Sydney,Morning
Shampoo,31,Brisbane,Afternoon
Tomato,18,Brisbane,Afternoon
Orange,55,Canberra,Morning
Cookie,93,Brisbane,Afternoon
Chicken,11,Canberra,Afternoon
Fish,43,Melbourne,Afternoon
Cookie,66,Sydney,Afternoon
Chicken,97,Brisbane,Morning
Fish,28,Perth,Morning
Orange,71,Brisbane,Morning
Carrot,14,Sydney,Morning
Shampoo,53,Brisbane,Morning
Soap,59,Canberra,Morning
Fish,22,Canberra,Morning
Fish,49,Melbourne,Afternoon
Pie,67,Brisbane,Afternoon
Banana,90,Sydney,Morning
Shampoo,81,Canberra,Morning
Carrot,53,Canberra,Morning
Pie,61,Perth,Afternoon
Carrot,40,Canberra,Afternoon
Orange,50,Sydney,Afternoon
Pie,34,Perth,Afternoon
Chicken,23,Brisbane,Afternoon
Soap,22,Brisbane,Morning
Banana,64,Melbourne,Morning
Banana,46,Sydney,Afternoon
Banana,52,Perth,Morning
Cookie,32,Perth,Morning
Soap,68,Perth,Morning
Carrot,33,Melbourne,Afternoon
Banana,26,Brisbane,Morning
Banana,83,Melbourne,Afternoon
Cookie,72,Canberra,Afternoon
Chicken,91,Perth,Morning
Chicken,80,Melbourne,Afternoon
Orange,27,Sydney,Morning
Soap,29,Perth,Afternoon
Carrot,97,Brisbane,Afternoon
Fish,77,Canberra,Afternoon
Pie,43,Canberra,Afternoon
Fish,93,Brisbane,Morning
Orange,55,Brisbane,Morning
Orange,43,Sydney,Morning
Carrot,7,Brisbane,Morning
Chicken,31,Canberra,Morning
Carrot,93,Brisbane,Morning
Orange,19,Sydney,Morning
Cookie,51,Sydney,Morning
Tomato,94,Canberra,Morning
Soap,68,Melbourne,Morning
Carrot,81,Brisbane,Morning
Carrot,14,Brisbane,Morning
Shampoo,83,Sydney,Afternoon
Soap,47,Melbourne,Afternoon
Orange,95,Brisbane,Morning
Soap,48,Perth,Afternoon
Carrot,94,Perth,Morning
Shampoo,5,Melbourne,Morning
Fish,98,Sydney,Afternoon
Fish,8,Perth,Afternoon
Shampoo,13,Brisbane,Morning
Fish,89,Canberra,Morning
Pie,14,Canberra,Morning
Banana,21,Perth,Morning
Banana,16,Canberra,Morning
Chicken,45,Canberra,Afternoon
Chicken,46,Sydney,Morning
Cookie,31,Melbourne,Morning
Fish,63,Perth,Afternoon
Fish,8,Canberra,Morning
Tomato,24,Brisbane,Morning
Fish,27,Sydney,Afternoon
Banana,80,Canberra,Morning
Shampoo,30,Perth,Morning
Banana,97,Melbourne,Morning
Chicken,69,Sydney,Afternoon
Banana,89,Sydney,Morning
Chicken,76,Melbourne,Morning
Chicken,81,Canberra,Afternoon
Banana,60,Sydney,Morning
Banana,82,Brisbane,Afternoon
Fish,29,Sydney,Morning
Chicken,79,Perth,Morning
Banana,58,Canberra,Afternoon
Carrot,23,Brisbane,Afternoon
Tomato,77,Perth,Afternoon
Orange,12,Brisbane,Afternoon
Chicken,93,Sydney,Morning
Carrot,40,Sydney,Afternoon
Orange,85,Perth,Morning
Orange,47,Melbourne,Morning
