customer,age,gender,salary,shirt_size,location,marital_status,transport,education
3524,23,Female,37786,M,Brisbane,Single,Bicycle,Masters
3525,54,Male,12360,L,Perth,Married,Bicycle,Secondary
3526,19,Female,88723,L,Melbourne,Married,Train,Bachelor
3527,40,Male,43903,L,Melbourne,Divorced,Bicycle,PhD
3528,18,Female,47929,S,Brisbane,Married,Train,Bachelor
3529,25,Male,59406,M,Perth,Single,Bicycle,PhD
3530,30,Male,23583,L,Sydney,Single,Bicycle,PhD
3531,59,Male,65663,L,Perth,Married,Car,Bachelor
3532,60,Male,51445,M,Brisbane,Married,Car,PhD
3533,27,Female,62294,M,Melbourne,Single,Car,Secondary
3534,41,Female,34092,M,Sydney,Married,Bicycle,Secondary
3535,19,Male,79128,M,Sydney,Divorced,Car,PhD
3536,48,Female,38272,L,Brisbane,Divorced,Train,Bachelor
3537,36,Male,73812,L,Sydney,Married,Car,Bachelor
3538,43,Male,83256,S,Melbourne,Married,Car,Secondary
3539,40,Female,41895,S,Melbourne,Divorced,Train,Masters
3540,48,Male,20403,M,Brisbane,Married,Train,PhD
3541,33,Female,67095,S,Melbourne,Married,Train,Secondary
3542,34,Female,19921,M,Perth,Single,Bus,Bachelor
3543,33,Female,70044,S,Melbourne,Divorced,Bus,PhD
3544,35,Female,74181,S,Sydney,Divorced,Train,Bachelor
3545,38,Female,55453,S,Perth,Married,Bicycle,Masters
3546,39,Female,45532,M,Sydney,Single,Train,Masters
3547,30,Male,68577,M,Melbourne,Single,Car,Masters
3548,57,Female,51784,L,Melbourne,Divorced,Bus,PhD
3549,52,Male,13636,M,Sydney,Divorced,Bicycle,Bachelor
3550,32,Female,15531,S,Melbourne,Married,Bus,Secondary
3551,31,Female,18974,L,Sydney,Single,Bicycle,Bachelor
3552,23,Male,99704,S,Brisbane,Divorced,Bus,PhD
3553,51,Male,74029,L,Brisbane,Married,Bus,PhD
3554,35,Male,46384,L,Sydney,Single,Bicycle,PhD
3555,43,Female,28373,S,Perth,Single,Bus,PhD
3556,21,Female,26969,S,Perth,Single,Bus,Secondary
3557,54,Female,29066,L,Perth,Divorced,Train,Bachelor
3558,43,Female,67039,S,Brisbane,Single,Bus,Masters
3559,48,Female,94231,S,Sydney,Divorced,Train,PhD
3560,24,Female,76243,L,Melbourne,Divorced,Bicycle,PhD
3561,45,Female,51294,L,Brisbane,Married,Train,PhD
3562,58,Male,79329,M,Melbourne,Single,Bicycle,PhD
3563,47,Male,79351,M,Sydney,Single,Bicycle,Masters
3564,31,Female,38246,M,Sydney,Single,Bicycle,Bachelor
3565,50,Female,27097,M,Brisbane,Single,Bicycle,Bachelor
3566,32,Male,19204,M,Perth,Divorced,Bicycle,Secondary
3567,36,Female,29551,M,Perth,Single,Bus,Masters
3568,45,Male,22716,S,Melbourne,Divorced,Train,Bachelor
3569,42,Male,88869,M,Melbourne,Married,Bicycle,Secondary
3570,36,Female,36339,M,Sydney,Single,Car,Bachelor
3571,52,Female,12240,S,Brisbane,Divorced,Car,Masters
3572,38,Female,53342,S,Perth,Married,Car,Secondary
3573,22,Male,15729,L,Perth,Married,Train,PhD
3574,22,Male,65353,L,Melbourne,Married,Car,Secondary
3575,29,Female,36960,L,Sydney,Single,Bicycle,Masters
3576,18,Male,33418,M,Sydney,Divorced,Bicycle,Masters
3577,29,Male,55194,L,Brisbane,Divorced,Train,Masters
3578,50,Male,40695,M,Perth,Divorced,Car,Secondary
3579,20,Female,85922,M,Sydney,Single,Bus,PhD
3580,38,Male,56462,S,Melbourne,Married,Bus,Bachelor
3581,32,Female,45915,S,Sydney,Divorced,Bicycle,PhD
3582,55,Male,94101,M,Melbourne,Married,Car,Masters
3583,28,Female,56378,S,Melbourne,Divorced,Bicycle,Bachelor
3584,54,Female,29707,M,Perth,Single,Train,Secondary
3585,45,Male,45042,L,Sydney,Married,Bus,PhD
3586,32,Male,93218,M,Brisbane,Divorced,Car,Masters
3587,24,Male,35783,L,Brisbane,Single,Train,PhD
3588,28,Male,83961,L,Melbourne,Single,Bicycle,PhD
3589,55,Male,83297,L,Sydney,Divorced,Bicycle,Masters
3590,56,Male,47051,L,Melbourne,Married,Bus,PhD
3591,47,Male,60104,M,Perth,Married,Train,Secondary
3592,49,Female,63843,M,Melbourne,Married,Bus,PhD
3593,47,Female,85913,M,Brisbane,Married,Train,PhD
3594,38,Male,94145,S,Sydney,Single,Bicycle,Secondary
3595,51,Female,36608,S,Sydney,Divorced,Car,Secondary
3596,53,Female,94737,S,Brisbane,Divorced,Car,Bachelor
3597,35,Male,78573,M,Sydney,Single,Bicycle,Masters
3598,60,Male,28217,M,Perth,Single,Car,Secondary
3599,58,Male,45677,M,Brisbane,Single,Train,Bachelor
3600,26,Female,73463,M,Brisbane,Divorced,Bus,PhD
3601,29,Male,33923,S,Brisbane,Married,Bicycle,PhD
3602,43,Female,61194,S,Brisbane,Single,Bicycle,Secondary
3603,22,Male,77356,M,Sydney,Divorced,Train,Bachelor
3604,45,Male,77210,M,Sydney,Single,Car,Secondary
3605,35,Male,71575,L,Melbourne,Married,Bicycle,Masters
3606,30,Female,76200,M,Melbourne,Single,Bicycle,Masters
3607,46,Male,16864,M,Brisbane,Divorced,Bus,PhD
3608,47,Female,47308,M,Sydney,Married,Bicycle,Bachelor
3609,24,Female,26581,L,Perth,Divorced,Train,Bachelor
3610,55,Female,55212,S,Perth,Divorced,Train,PhD
3611,19,Female,26070,M,Sydney,Single,Bicycle,Masters
3612,44,Male,16785,S,Brisbane,Divorced,Train,Bachelor
3613,38,Female,90210,L,Sydney,Married,Bicycle,Masters
3614,49,Female,15921,M,Brisbane,Married,Bicycle,PhD
3615,48,Female,79808,S,Melbourne,Married,Train,Bachelor
3616,40,Male,64144,M,Sydney,Divorced,Bicycle,Masters
3617,54,Male,83711,L,Sydney,Divorced,Bus,Secondary
3618,29,Female,15724,L,Sydney,Single,Bicycle,Masters
3619,39,Male,30095,S,Brisbane,Single,Train,Secondary
3620,46,Male,81767,S,Melbourne,Single,Bus,PhD
3621,24,Female,69430,S,Perth,Married,Bus,Bachelor
3622,30,Female,56026,S,Perth,Single,Car,PhD
3623,48,Male,38268,M,Melbourne,Single,Bus,PhD
3624,25,Male,63620,M,Melbourne,Single,Train,Secondary
3625,46,Female,91156,S,Perth,Single,Car,Masters
3626,29,Female,94823,L,Melbourne,Divorced,Train,Masters
3627,24,Male,50916,L,Melbourne,Single,Bus,Masters
3628,48,Female,21430,S,Sydney,Married,Car,Masters
3629,20,Female,51290,M,Perth,Single,Car,Bachelor
3630,22,Female,55494,S,Perth,Divorced,Car,Masters
3631,56,Female,44221,L,Melbourne,Married,Train,Bachelor
3632,29,Female,13198,S,Brisbane,Single,Car,Secondary
3633,33,Female,35559,M,Brisbane,Married,Bus,PhD
3634,38,Male,92016,S,Perth,Single,Car,Secondary
3635,56,Male,99991,S,Brisbane,Single,Car,Secondary
3636,44,Male,21623,L,Melbourne,Married,Bicycle,Bachelor
3637,30,Male,41868,S,Perth,Married,Train,Bachelor
3638,37,Male,34117,L,Brisbane,Married,Train,PhD
3639,18,Male,68339,M,Brisbane,Single,Car,Bachelor
3640,35,Female,37189,S,Brisbane,Single,Bus,Masters
3641,56,Male,15969,S,Melbourne,Single,Bicycle,Bachelor
3642,34,Female,23197,M,Perth,Divorced,Train,Bachelor
3643,30,Male,76050,L,Brisbane,Single,Car,Secondary
3644,37,Male,24399,L,Sydney,Single,Bus,Masters
3645,57,Male,30891,L,Perth,Divorced,Bicycle,PhD
3646,20,Female,83739,M,Perth,Married,Train,Bachelor
3647,28,Male,74554,L,Brisbane,Divorced,Train,Secondary
3648,18,Male,31362,M,Melbourne,Married,Bicycle,Secondary
3649,31,Male,71949,M,Brisbane,Divorced,Car,Secondary
3650,19,Female,12600,L,Perth,Single,Car,Secondary
3651,50,Female,16253,S,Melbourne,Married,Car,Secondary
3652,18,Female,15126,L,Sydney,Married,Bicycle,Bachelor
3653,30,Female,23766,S,Perth,Married,Train,PhD
3654,40,Male,98558,M,Sydney,Married,Bicycle,Masters
3655,57,Male,77425,M,Perth,Single,Train,Masters
3656,59,Male,43987,M,Sydney,Single,Train,Masters
3657,50,Male,21458,M,Sydney,Married,Train,Bachelor
3658,31,Female,11661,M,Melbourne,Divorced,Train,PhD
3659,34,Male,17257,S,Perth,Single,Car,PhD
3660,52,Male,41339,S,Melbourne,Single,Bicycle,Bachelor
3661,35,Male,77678,M,Melbourne,Divorced,Car,Bachelor
3662,32,Female,11373,L,Brisbane,Married,Bus,Secondary
3663,42,Female,83051,M,Perth,Married,Bicycle,Secondary
3664,27,Female,46851,L,Perth,Single,Car,PhD
3665,26,Male,58811,S,Perth,Divorced,Train,Secondary
3666,46,Female,73858,S,Melbourne,Married,Bus,PhD
3667,30,Female,87999,M,Melbourne,Divorced,Car,PhD
3668,46,Female,72219,L,Perth,Divorced,Car,PhD
3669,27,Female,93602,M,Brisbane,Married,Car,Secondary
3670,21,Male,58787,L,Perth,Married,Bicycle,Bachelor
3671,47,Male,76409,L,Perth,Married,Bicycle,Bachelor
3672,47,Female,97029,S,Melbourne,Married,Car,PhD
3673,39,Male,33430,L,Melbourne,Divorced,Car,Bachelor
3674,22,Female,25673,S,Melbourne,Married,Car,PhD
3675,44,Male,45057,M,Melbourne,Married,Train,Bachelor
3676,54,Male,26021,S,Melbourne,Married,Bicycle,Masters
3677,30,Male,14800,L,Brisbane,Divorced,Train,Bachelor
3678,43,Male,62668,S,Perth,Divorced,Train,Bachelor
3679,58,Female,68875,M,Melbourne,Divorced,Car,Secondary
3680,30,Male,59184,M,Melbourne,Married,Bus,Secondary
3681,37,Female,53070,M,Brisbane,Single,Train,Secondary
3682,23,Male,34224,S,Melbourne,Married,Car,PhD
3683,60,Male,43069,L,Melbourne,Divorced,Train,PhD
3684,36,Female,58872,M,Perth,Single,Car,Bachelor
3685,19,Male,14402,S,Sydney,Divorced,Train,Masters
3686,40,Female,17195,L,Sydney,Divorced,Train,Bachelor
3687,44,Male,92570,S,Sydney,Married,Bicycle,Masters
3688,29,Male,36748,S,Brisbane,Single,Train,Bachelor
3689,20,Male,82007,M,Brisbane,Divorced,Car,Bachelor
3690,56,Male,55235,M,Perth,Divorced,Car,Secondary
3691,58,Male,23987,M,Perth,Married,Train,PhD
3692,48,Male,99063,M,Sydney,Divorced,Bicycle,Masters
3693,50,Male,53126,S,Sydney,Divorced,Bicycle,Masters
3694,36,Male,22968,M,Perth,Single,Bicycle,PhD
3695,27,Male,11944,M,Melbourne,Divorced,Train,Bachelor
3696,58,Male,71291,M,Melbourne,Divorced,Bus,PhD
3697,51,Female,65856,S,Perth,Divorced,Car,PhD
3698,29,Female,10134,M,Melbourne,Divorced,Train,Bachelor
3699,54,Male,87496,L,Melbourne,Single,Bus,Masters
3700,30,Female,74931,L,Sydney,Divorced,Car,Masters
3701,51,Female,91336,M,Sydney,Single,Car,Bachelor
3702,52,Male,84171,M,Perth,Divorced,Train,Bachelor
3703,44,Male,75130,M,Melbourne,Married,Bus,Masters
3704,32,Female,34733,L,Sydney,Married,Car,Bachelor
3705,31,Female,39883,L,Melbourne,Divorced,Bicycle,Masters
3706,27,Male,25454,M,Sydney,Single,Car,PhD
3707,42,Female,83708,M,Brisbane,Divorced,Bus,Bachelor
3708,33,Male,40301,S,Melbourne,Married,Bus,Bachelor
3709,26,Male,46222,S,Brisbane,Divorced,Bus,PhD
3710,39,Female,88408,M,Perth,Divorced,Bicycle,PhD
3711,33,Female,12526,L,Brisbane,Single,Bus,PhD
3712,56,Female,78898,S,Brisbane,Divorced,Bicycle,Masters
3713,53,Male,18254,S,Brisbane,Single,Bus,PhD
3714,28,Male,56341,M,Sydney,Married,Bus,PhD
3715,45,Female,78390,L,Perth,Divorced,Car,Bachelor
3716,46,Female,53652,L,Melbourne,Single,Bicycle,Masters
3717,21,Female,78718,M,Melbourne,Divorced,Train,PhD
3718,50,Male,13420,L,Sydney,Single,Bus,Secondary
3719,41,Male,57357,M,Melbourne,Married,Train,PhD
3720,57,Male,93726,M,Sydney,Married,Bicycle,Masters
3721,45,Male,73479,S,Brisbane,Married,Bus,Secondary
3722,38,Male,69518,L,Melbourne,Divorced,Train,Secondary
3723,19,Female,34746,M,Perth,Divorced,Train,Secondary
3724,22,Female,20854,S,Melbourne,Single,Bicycle,PhD
3725,50,Female,31438,L,Brisbane,Divorced,Train,PhD
3726,22,Female,32306,S,Perth,Divorced,Car,Secondary
3727,22,Female,71671,S,Brisbane,Single,Train,Bachelor
3728,29,Male,57405,L,Brisbane,Married,Car,Secondary
3729,38,Female,54834,S,Perth,Married,Train,Bachelor
3730,32,Male,82002,M,Perth,Married,Bus,Masters
3731,37,Male,68498,L,Perth,Married,Car,Masters
3732,45,Female,30636,L,Perth,Single,Train,Bachelor
3733,22,Female,66025,S,Perth,Divorced,Bus,Secondary
3734,26,Male,76426,S,Perth,Single,Bicycle,Secondary
3735,44,Male,12992,L,Perth,Single,Train,PhD
3736,36,Female,42978,L,Melbourne,Single,Car,Masters
3737,51,Female,25946,S,Perth,Single,Bicycle,PhD
3738,50,Female,45412,S,Melbourne,Married,Car,Masters
3739,39,Male,61479,L,Melbourne,Married,Car,Bachelor
3740,21,Female,65721,M,Brisbane,Divorced,Train,Secondary
3741,33,Female,71180,S,Perth,Married,Bus,Secondary
3742,39,Female,15862,M,Brisbane,Married,Train,Masters
3743,19,Male,43842,S,Perth,Single,Bus,Masters
3744,49,Male,80175,S,Sydney,Married,Train,Bachelor
3745,40,Female,82426,L,Sydney,Divorced,Train,PhD
3746,56,Female,91275,S,Perth,Married,Train,Masters
3747,23,Female,84436,S,Sydney,Married,Car,Masters
3748,54,Male,60300,L,Brisbane,Single,Car,Masters
3749,34,Male,57178,M,Brisbane,Divorced,Train,Masters
3750,35,Male,84820,M,Sydney,Married,Bicycle,Bachelor
3751,36,Female,79191,L,Melbourne,Married,Train,Secondary
3752,41,Female,15725,S,Melbourne,Divorced,Train,PhD
3753,27,Male,36158,S,Sydney,Married,Bicycle,Secondary
3754,34,Female,57742,M,Brisbane,Divorced,Bus,Masters
3755,34,Male,12261,M,Melbourne,Divorced,Bicycle,Masters
3756,43,Female,43637,S,Sydney,Divorced,Bicycle,Secondary
3757,43,Female,47060,L,Brisbane,Divorced,Car,Secondary
3758,50,Male,17852,L,Melbourne,Divorced,Train,Bachelor
3759,38,Female,53694,L,Brisbane,Single,Train,PhD
3760,60,Female,32863,M,Brisbane,Divorced,Bicycle,Bachelor
3761,51,Male,60484,L,Melbourne,Divorced,Bicycle,Bachelor
3762,49,Female,94846,M,Sydney,Divorced,Car,PhD
3763,50,Male,54656,S,Brisbane,Married,Bus,PhD
3764,43,Male,12955,M,Melbourne,Single,Bicycle,PhD
3765,42,Female,74507,S,Melbourne,Divorced,Car,Masters
3766,40,Female,72343,L,Sydney,Married,Bus,Masters
3767,47,Female,28402,L,Sydney,Married,Bus,PhD
3768,60,Male,31134,S,Perth,Married,Car,Masters
3769,36,Male,28149,L,Sydney,Divorced,Train,Bachelor
3770,30,Female,83068,S,Brisbane,Married,Train,Bachelor
3771,43,Male,46057,S,Perth,Divorced,Train,PhD
3772,60,Female,49830,S,Melbourne,Married,Bicycle,PhD
3773,28,Female,70831,S,Sydney,Single,Bus,Bachelor
3774,47,Male,76590,S,Melbourne,Married,Train,PhD
3775,52,Female,76869,L,Brisbane,Married,Bicycle,PhD
3776,54,Male,78534,M,Brisbane,Married,Bicycle,Secondary
3777,18,Female,49184,L,Brisbane,Divorced,Bus,PhD
3778,49,Male,52722,M,Melbourne,Divorced,Bicycle,Secondary
3779,36,Male,17865,S,Perth,Married,Bus,Masters
3780,19,Male,56879,S,Brisbane,Married,Bus,Bachelor
3781,46,Female,72461,L,Brisbane,Married,Bus,Secondary
3782,22,Female,25746,M,Melbourne,Single,Bus,Bachelor
3783,51,Male,36162,S,Perth,Divorced,Bicycle,Secondary
3784,52,Male,37176,S,Perth,Married,Bus,Secondary
3785,58,Male,27922,S,Melbourne,Single,Train,Secondary
3786,26,Female,27513,M,Perth,Divorced,Car,Secondary
3787,32,Male,76382,L,Brisbane,Single,Bus,PhD
3788,47,Male,67299,M,Brisbane,Divorced,Car,Masters
3789,40,Male,21517,S,Sydney,Single,Train,Masters
3790,52,Male,87689,M,Perth,Single,Car,Bachelor
3791,51,Female,98244,L,Sydney,Divorced,Bicycle,PhD
3792,54,Female,30223,L,Melbourne,Single,Car,PhD
3793,29,Male,57052,M,Brisbane,Married,Car,Masters
3794,25,Female,37930,L,Perth,Single,Car,Secondary
3795,29,Female,77755,M,Perth,Single,Bicycle,Bachelor
3796,53,Female,74208,M,Melbourne,Divorced,Bus,Bachelor
3797,43,Male,41058,M,Melbourne,Married,Car,Masters
3798,18,Female,28738,S,Brisbane,Divorced,Bus,Masters
3799,30,Male,71315,S,Melbourne,Married,Bicycle,Bachelor
3800,23,Male,51008,M,Melbourne,Married,Car,PhD
3801,47,Male,32743,M,Brisbane,Single,Car,PhD
3802,47,Male,77993,L,Melbourne,Married,Bicycle,Masters
3803,52,Female,47649,M,Sydney,Married,Bus,Bachelor
3804,26,Male,14693,S,Brisbane,Single,Bus,Bachelor
3805,59,Male,19002,M,Sydney,Divorced,Bus,Masters
3806,26,Male,63258,S,Sydney,Divorced,Bicycle,PhD
3807,51,Male,59318,L,Sydney,Divorced,Bicycle,Masters
3808,19,Male,72945,M,Brisbane,Single,Bus,Secondary
3809,32,Female,63327,M,Brisbane,Married,Train,Secondary
3810,20,Female,49339,M,Perth,Married,Car,Bachelor
3811,20,Male,87249,S,Sydney,Divorced,Bicycle,Masters
3812,45,Male,75959,S,Brisbane,Divorced,Bicycle,PhD
3813,55,Male,78161,M,Sydney,Married,Train,Secondary
3814,30,Male,47465,M,Perth,Single,Bicycle,Bachelor
3815,21,Female,11029,L,Melbourne,Married,Car,Masters
3816,48,Female,32177,L,Perth,Married,Bicycle,Masters
3817,30,Male,44715,L,Brisbane,Divorced,Bicycle,PhD
3818,27,Male,42408,S,Perth,Divorced,Car,PhD
3819,21,Male,88139,L,Sydney,Single,Bus,Secondary
3820,27,Female,19979,S,Melbourne,Married,Bus,Secondary
3821,55,Male,51724,L,Perth,Single,Train,PhD
3822,27,Female,47210,S,Melbourne,Single,Bicycle,Secondary
3823,19,Male,93941,M,Sydney,Married,Car,Secondary
3824,53,Female,41206,L,Sydney,Single,Train,Secondary
3825,26,Male,47626,L,Brisbane,Divorced,Car,Bachelor
3826,56,Male,56594,S,Sydney,Single,Car,Masters
3827,47,Female,85208,M,Perth,Single,Bus,Secondary
3828,49,Female,21200,M,Perth,Married,Bicycle,Secondary
3829,26,Female,89229,L,Brisbane,Divorced,Bus,Masters
3830,53,Female,63620,M,Perth,Married,Bus,PhD
3831,27,Female,17007,S,Brisbane,Married,Bus,PhD
3832,51,Male,69331,M,Sydney,Single,Car,Masters
3833,55,Female,99625,M,Melbourne,Single,Bicycle,Bachelor
3834,34,Female,59454,S,Sydney,Divorced,Bicycle,Bachelor
3835,35,Female,14595,L,Brisbane,Divorced,Bus,Masters
3836,36,Female,86529,S,Brisbane,Divorced,Bicycle,Bachelor
3837,28,Female,95940,S,Brisbane,Married,Car,PhD
3838,23,Male,98045,M,Perth,Single,Bus,Bachelor
3839,31,Female,16947,S,Sydney,Divorced,Bicycle,Secondary
3840,53,Male,26731,S,Melbourne,Married,Bicycle,Bachelor
3841,48,Male,58143,S,Perth,Divorced,Train,PhD
3842,24,Male,24431,L,Melbourne,Married,Bicycle,Bachelor
3843,40,Male,26953,S,Melbourne,Married,Bus,Bachelor
3844,54,Female,41586,S,Sydney,Divorced,Bus,Secondary
3845,20,Male,52059,M,Melbourne,Divorced,Bicycle,Bachelor
3846,45,Male,49865,S,Brisbane,Divorced,Bicycle,Secondary
3847,30,Female,89937,M,Sydney,Divorced,Bicycle,Secondary
3848,18,Female,29933,M,Brisbane,Single,Train,Masters
3849,55,Female,70548,M,Sydney,Single,Bus,Bachelor
3850,50,Female,64896,L,Sydney,Single,Car,Bachelor
3851,25,Female,72069,S,Sydney,Divorced,Bus,Secondary
3852,33,Female,35780,L,Sydney,Single,Bus,PhD
3853,32,Male,73725,L,Melbourne,Divorced,Bicycle,Bachelor
3854,55,Female,36140,S,Brisbane,Married,Train,Secondary
3855,19,Male,23190,M,Brisbane,Married,Bicycle,Masters
3856,45,Female,66274,S,Sydney,Single,Bicycle,Masters
3857,46,Male,12945,S,Brisbane,Divorced,Car,PhD
3858,46,Male,75566,L,Brisbane,Single,Train,Secondary
3859,26,Male,34273,S,Brisbane,Single,Car,Bachelor
3860,35,Female,57206,S,Sydney,Married,Bus,Secondary
3861,30,Male,88312,L,Melbourne,Divorced,Bus,Secondary
3862,19,Female,87500,M,Perth,Divorced,Car,PhD
3863,40,Male,82468,M,Brisbane,Married,Train,PhD
3864,39,Female,62335,L,Melbourne,Married,Bus,Secondary
3865,36,Male,93256,M,Melbourne,Married,Car,PhD
3866,23,Female,58725,S,Melbourne,Single,Car,Bachelor
3867,51,Female,94509,S,Melbourne,Divorced,Car,Secondary
3868,51,Female,85161,L,Perth,Divorced,Bicycle,Masters
3869,21,Male,38233,L,Perth,Single,Car,Masters
3870,43,Male,31344,S,Perth,Single,Bus,Secondary
3871,41,Female,30109,L,Perth,Divorced,Train,PhD
3872,35,Male,48153,M,Brisbane,Single,Car,Bachelor
3873,36,Female,61048,M,Brisbane,Married,Car,Secondary
3874,25,Male,50730,S,Melbourne,Single,Bus,Masters
3875,52,Male,16541,S,Sydney,Single,Train,PhD
3876,40,Female,46994,L,Melbourne,Married,Bus,Secondary
3877,49,Female,65656,L,Sydney,Married,Bus,Secondary
3878,23,Male,48795,S,Sydney,Divorced,Train,Masters
3879,21,Male,59623,S,Perth,Single,Car,Masters
3880,58,Female,60428,L,Perth,Single,Bus,Bachelor
3881,55,Female,51322,S,Perth,Married,Bicycle,Masters
3882,18,Male,27391,S,Sydney,Divorced,Bus,Masters
3883,60,Female,31273,L,Perth,Single,Train,PhD
3884,37,Female,37985,L,Melbourne,Single,Bicycle,Bachelor
3885,30,Male,95031,L,Brisbane,Single,Bicycle,PhD
3886,40,Female,49269,M,Melbourne,Married,Bus,Masters
3887,42,Male,41672,S,Brisbane,Divorced,Bicycle,Masters
3888,60,Male,94117,L,Sydney,Divorced,Car,PhD
3889,48,Male,98772,S,Perth,Single,Car,Masters
3890,29,Male,93968,S,Sydney,Single,Bus,PhD
3891,59,Female,18201,L,Sydney,Divorced,Train,Bachelor
3892,23,Female,61299,S,Melbourne,Single,Car,PhD
3893,56,Male,99242,S,Melbourne,Single,Bus,Masters
3894,30,Male,53328,M,Brisbane,Divorced,Train,Secondary
3895,57,Female,17962,S,Brisbane,Married,Train,Masters
3896,36,Female,87854,L,Brisbane,Single,Bus,Masters
3897,27,Male,25989,L,Brisbane,Married,Bicycle,Secondary
3898,42,Male,12876,L,Perth,Divorced,Train,Bachelor
3899,34,Male,54783,L,Perth,Married,Car,Bachelor
3900,45,Female,47275,S,Perth,Divorced,Train,Masters
3901,53,Male,66271,S,Brisbane,Single,Bicycle,Masters
3902,54,Male,70145,M,Perth,Divorced,Car,Secondary
3903,56,Female,97814,M,Perth,Single,Bus,Bachelor
3904,60,Female,23027,S,Perth,Married,Train,Bachelor
3905,19,Male,26759,S,Melbourne,Married,Train,Secondary
3906,47,Female,83814,M,Perth,Single,Train,Secondary
3907,40,Male,38088,S,Sydney,Married,Car,Bachelor
3908,35,Male,90169,S,Melbourne,Divorced,Bicycle,Bachelor
3909,60,Male,20363,S,Melbourne,Divorced,Bus,Secondary
3910,59,Female,42859,L,Brisbane,Divorced,Car,Secondary
3911,37,Male,74548,L,Sydney,Married,Train,PhD
3912,54,Female,41342,S,Melbourne,Divorced,Bicycle,Secondary
3913,43,Male,56783,M,Melbourne,Divorced,Train,PhD
3914,59,Female,66846,S,Brisbane,Married,Bus,Secondary
3915,28,Female,45413,L,Perth,Married,Train,Secondary
3916,27,Female,27197,S,Brisbane,Divorced,Car,Bachelor
3917,25,Male,35986,M,Melbourne,Single,Car,Masters
3918,56,Male,61263,M,Sydney,Single,Car,Bachelor
3919,27,Female,26441,L,Sydney,Divorced,Train,Bachelor
3920,30,Female,64138,M,Brisbane,Single,Bus,Masters
3921,30,Male,78482,L,Perth,Single,Train,Bachelor
3922,38,Female,89610,L,Sydney,Divorced,Train,Bachelor
3923,34,Female,45407,S,Perth,Single,Train,Bachelor
3924,56,Female,26172,S,Sydney,Single,Train,PhD
3925,26,Female,78015,S,Perth,Divorced,Bus,Bachelor
3926,46,Female,30204,M,Perth,Divorced,Bicycle,Secondary
3927,43,Female,15527,L,Melbourne,Single,Bicycle,Secondary
3928,44,Male,77094,S,Perth,Married,Car,Masters
3929,41,Male,77423,L,Perth,Married,Car,PhD
3930,21,Female,54108,M,Melbourne,Single,Car,PhD
3931,36,Male,73812,S,Brisbane,Divorced,Car,Masters
3932,47,Female,14021,M,Melbourne,Divorced,Train,PhD
3933,59,Female,18722,L,Sydney,Single,Train,Masters
3934,28,Male,40229,M,Sydney,Married,Bus,Secondary
3935,55,Male,75324,L,Perth,Single,Bus,Secondary
3936,20,Male,47737,S,Melbourne,Single,Train,PhD
3937,28,Female,90461,M,Brisbane,Married,Bicycle,PhD
3938,31,Male,85476,S,Sydney,Divorced,Bicycle,Bachelor
3939,32,Female,19811,L,Brisbane,Single,Bus,PhD
3940,18,Female,41558,S,Brisbane,Divorced,Bicycle,PhD
3941,54,Male,39734,S,Perth,Single,Bus,Secondary
3942,36,Male,61705,S,Brisbane,Married,Bus,PhD
3943,59,Male,33718,M,Brisbane,Divorced,Bus,Masters
3944,43,Male,24187,S,Melbourne,Single,Train,Secondary
3945,47,Male,81948,M,Brisbane,Single,Train,PhD
3946,52,Male,18579,L,Melbourne,Divorced,Train,Secondary
3947,33,Male,48748,M,Melbourne,Married,Bus,Secondary
3948,26,Female,49327,M,Sydney,Married,Car,PhD
3949,21,Male,19503,L,Melbourne,Married,Bus,Masters
3950,25,Male,26366,S,Sydney,Married,Bus,Bachelor
3951,35,Female,13812,S,Perth,Divorced,Bicycle,Secondary
3952,43,Male,44848,L,Melbourne,Married,Bus,PhD
3953,40,Male,77430,S,Sydney,Married,Bus,PhD
3954,46,Male,71307,M,Brisbane,Divorced,Bicycle,Masters
3955,30,Female,33068,L,Sydney,Single,Bicycle,PhD
3956,42,Male,75208,M,Sydney,Divorced,Car,Secondary
3957,45,Male,26851,M,Sydney,Single,Train,Secondary
3958,18,Female,68899,L,Brisbane,Single,Car,PhD
3959,57,Male,75629,L,Sydney,Divorced,Train,Bachelor
3960,20,Male,11699,S,Brisbane,Married,Bicycle,Bachelor
3961,18,Female,52616,M,Melbourne,Divorced,Bus,Bachelor
3962,40,Female,15706,L,Sydney,Married,Car,Masters
3963,24,Male,85400,S,Brisbane,Married,Car,Masters
3964,36,Male,77458,S,Perth,Single,Train,Masters
3965,39,Female,17786,M,Perth,Single,Train,Masters
3966,25,Female,84451,M,Melbourne,Divorced,Train,Secondary
3967,35,Female,32815,S,Sydney,Married,Train,Masters
3968,35,Male,37157,M,Brisbane,Married,Bus,Secondary
3969,30,Male,69748,L,Brisbane,Divorced,Train,Masters
3970,24,Male,16206,M,Sydney,Married,Bicycle,Bachelor
3971,33,Female,58261,M,Melbourne,Married,Car,Secondary
3972,28,Male,92876,L,Brisbane,Divorced,Car,Secondary
3973,19,Male,72496,M,Brisbane,Single,Bus,Masters
3974,38,Male,12893,S,Brisbane,Married,Bicycle,Secondary
3975,44,Female,44336,L,Sydney,Single,Car,Secondary
3976,58,Female,38938,L,Sydney,Divorced,Train,Masters
3977,42,Female,27055,M,Brisbane,Divorced,Bicycle,Secondary
